"id","stateid","name","status","created_at","updated_at"
"1193","29","Sithalapakkam, Chennai","1","2023-04-11 07:28:47","2023-04-11 07:28:47"
"1194","29","Kanchipuram","1","2023-04-11 07:29:09","2023-04-11 07:29:09"
"1195","29","Rajakilpakkam","1","2023-04-11 07:29:22","2023-04-11 07:29:22"
"1196","29","Pallavaram, Chennai","1","2023-04-11 07:29:37","2023-04-11 07:29:37"
"1197","29","Hasthinapuram, Chennai","1","2023-04-11 07:30:21","2023-04-11 07:30:21"
"1198","29","Paduvancherry","1","2023-04-11 07:30:49","2023-04-11 07:30:49"
"1199","29","Chengalpattu","1","2023-04-11 07:31:01","2023-04-11 07:31:01"
"1200","29","Selaiyur","1","2023-04-11 07:31:12","2023-04-11 07:31:12"
"1201","29","Chengalpet","1","2023-04-11 07:31:24","2023-04-11 07:31:24"
"1202","29","West Tambaram, Chennai","1","2023-04-11 07:31:44","2023-04-11 07:31:44"
"1203","29","Maraimalai Nagar","1","2023-04-11 07:31:59","2023-04-11 07:31:59"
"1204","29","Tiruvannamalai","1","2023-04-11 07:32:24","2023-04-11 07:32:24"
"1205","29","Vellore","1","2023-04-11 07:32:41","2023-04-11 07:32:41"
"1206","29","Arcot","1","2023-04-11 07:32:56","2023-04-11 07:32:56"
"1207","29","Walajapet","1","2023-04-11 07:33:08","2023-04-11 07:33:08"
"1208","29","Anaicut","1","2023-04-11 07:33:20","2023-04-11 07:33:20"
"1209","29","Pondicherry","1","2023-04-11 07:37:44","2023-04-11 07:37:44"
"1210","29","Villupuram","1","2023-04-11 07:38:17","2023-04-11 07:38:17"
"1211","29","Cuddalore","1","2023-04-11 07:38:31","2023-04-11 07:38:31"
"1212","29","Chinnasalem","1","2023-04-11 07:38:44","2023-04-11 07:38:44"
"1213","29","Virudhachalam","1","2023-04-11 07:39:07","2023-04-11 07:39:07"
"1214","29","Chidambaram","1","2023-04-11 07:39:22","2023-04-11 07:39:22"
"1215","29","Kallakurichi","1","2023-04-11 07:39:35","2023-04-11 07:39:35"
"1216","29","Tindivanam","1","2023-04-11 07:39:50","2023-04-11 07:39:50"
"1217","29","Vadakuthu","1","2023-04-11 07:40:31","2023-04-11 07:40:31"
"1218","29","Trichy","1","2023-04-11 07:40:52","2023-04-11 07:40:52"
"1219","29","Ariyalur","1","2023-04-11 07:41:03","2023-04-11 07:41:03"
"1220","29","Perambalur","1","2023-04-11 07:41:18","2023-04-11 07:41:18"
"1221","29","Pudukkottai","1","2023-04-11 07:41:30","2023-04-11 07:41:30"
"1222","29","Aranthangi","1","2023-04-11 07:41:41","2023-04-11 07:41:41"
"1223","29","Ayyampettai","1","2023-04-11 07:42:04","2023-04-11 07:42:04"
"1224","29","Thanjavur","1","2023-04-11 07:42:16","2023-04-11 07:42:16"
"1225","29","Thiruvarur","1","2023-04-11 07:42:42","2023-04-11 07:42:42"
"1226","29","Nagapattinam","1","2023-04-11 07:43:02","2023-04-11 07:43:02"
"1227","29","Kumbakonam","1","2023-04-11 07:43:15","2023-04-11 07:43:15"
"1228","29","Peravurani","1","2023-04-11 07:43:40","2023-04-11 07:43:40"
"1229","29","Karaikal","1","2023-04-11 07:44:01","2023-04-11 07:44:01"
"1230","29","Mannargudi","1","2023-04-11 07:44:15","2023-04-11 07:44:15"
"1231","29","Mayiladuthurai","1","2023-04-11 07:44:27","2023-04-11 07:44:27"
"1232","29","Sulur","1","2023-04-11 07:45:15","2023-04-11 07:45:15"
"1233","29","Perundurai","1","2023-04-11 07:46:03","2023-04-11 07:46:03"
"1234","29","Sivagiri","1","2023-04-11 07:46:24","2023-04-11 07:46:24"
"1235","29","Thindal","1","2023-04-11 07:47:01","2023-04-11 07:47:01"
"1236","29","Edappadi","1","2023-04-11 07:48:00","2023-04-11 07:48:00"
"1237","29","Dharamapuri","1","2023-04-11 07:48:41","2023-04-11 07:48:41"
"1239","29","Palacode","1","2023-04-11 07:49:15","2023-04-11 07:49:15"
"1240","29","Harur","1","2023-04-11 07:49:46","2023-04-11 07:49:46"
"1241","29","Uthangarai","1","2023-04-11 07:50:36","2023-04-11 07:50:36"
"1242","29","Kelamangalam","1","2023-04-11 07:52:13","2023-04-11 07:52:13"
"1244","29","Avinashi","1","2023-04-11 07:53:39","2023-04-11 07:53:39"
"1245","29","Dharapuram","1","2023-04-11 07:54:30","2023-04-11 07:54:30"
"1246","29","Rasipuram","1","2023-04-11 07:55:08","2023-04-11 07:55:08"
"1247","29","Nilgiris","1","2023-04-11 07:55:27","2023-04-11 07:55:27"
"1248","29","Gobichettipalayam","1","2023-04-11 07:56:40","2023-04-11 07:56:40"
"1249","29","Ramanathapuram","1","2023-04-11 07:58:18","2023-04-11 07:58:18"
"1250","29","Palani","1","2023-04-11 07:59:01","2023-04-11 07:59:01"
"1251","29","Theni","1","2023-04-11 08:00:16","2023-04-11 08:00:16"
"1252","29","Sivagangai","1","2023-04-11 08:00:55","2023-04-11 08:00:55"
"1253","29","Karaikudi","1","2023-04-11 08:02:06","2023-04-11 08:02:06"
"1254","29","Cumbum","1","2023-04-11 08:02:41","2023-04-11 08:02:41"
"1255","29","Mulagumoodu","1","2023-04-11 08:03:10","2023-04-11 08:03:10"
"1256","29","Tuticorin","1","2023-04-11 08:03:36","2023-04-11 08:03:36"
"1257","29","Tirunelveli","1","2023-04-11 08:04:10","2023-04-11 08:04:10"
"1258","29","Sivakasi","1","2023-04-11 08:04:33","2023-04-11 08:04:33"
"1259","29","Puliyankudi","1","2023-04-11 08:05:01","2023-04-11 08:05:01"
"1260","29","Kulathur","1","2023-04-11 08:05:13","2023-04-11 08:05:13"
"1261","29","Kanyakumari","1","2023-04-11 08:05:45","2023-04-11 08:05:45"
"1262","29","Nagercoil","1","2023-04-11 08:06:18","2023-04-11 08:06:18"
"1263","18","Alappuzha","1","2023-04-11 08:10:36","2023-04-11 08:10:36"
"1265","18","Pathanamthitta","1","2023-04-11 08:15:56","2023-04-11 08:15:56"
"1266","18","Vallakadavu","1","2023-04-11 08:16:24","2023-04-11 08:16:24"
"1267","18","Kollam","1","2023-04-11 08:17:07","2023-04-11 08:17:07"
"1268","18","Chalai","1","2023-04-11 08:17:33","2023-04-11 08:17:33"
"1269","18","Adoor","1","2023-04-11 08:17:54","2023-04-11 08:17:54"
"1270","18","Thiruvalla","1","2023-04-11 08:18:37","2023-04-11 08:18:37"
"1271","18","Kayamkulam","1","2023-04-11 08:19:38","2023-04-11 08:19:38"
"1272","18","Kottarakakra","1","2023-04-11 08:20:02","2023-04-11 08:20:02"
"1273","18","Katakada","1","2023-04-11 08:20:25","2023-04-11 08:20:25"
"1274","18","Karamana","1","2023-04-11 08:20:50","2023-04-11 08:20:50"
"1275","18","Pallimukku","1","2023-04-11 08:21:28","2023-04-11 08:21:28"
"1276","18","Kalluvathukkal","1","2023-04-11 08:22:15","2023-04-11 08:22:15"
"1277","18","Mayyanadu","1","2023-04-11 08:22:49","2023-04-11 08:22:49"
"1278","18","Enathu","1","2023-04-11 08:23:16","2023-04-11 08:23:16"
"1279","18","Neyyattinkara","1","2023-04-11 08:24:07","2023-04-11 08:24:07"
"1280","18","Karunagapally","1","2023-04-11 08:24:49","2023-04-11 08:24:49"
"1281","18","Attingal","1","2023-04-11 08:25:24","2023-04-11 08:25:24"
"1282","18","Bharanikavu","1","2023-04-11 08:26:05","2023-04-11 08:26:05"
"1283","18","Aranmula","1","2023-04-11 08:26:34","2023-04-11 08:26:34"
"1284","18","Nedumangadu","1","2023-04-11 08:27:04","2023-04-11 08:27:04"
"1285","18","Ezhamkulam","1","2023-04-11 09:11:16","2023-04-11 09:11:16"
"1286","18","Pettah","1","2023-04-11 09:11:42","2023-04-11 09:11:42"
"1287","18","Vembayam","1","2023-04-11 09:12:07","2023-04-11 09:12:07"
"1288","18","Thattarkonam","1","2023-04-11 09:12:39","2023-04-11 09:12:39"
"1289","18","Nullipady","1","2023-04-11 09:13:11","2023-04-11 09:13:11"
"1290","18","Kannur","1","2023-04-11 09:14:05","2023-04-11 09:14:05"
"1291","18","Mattanur","1","2023-04-11 09:14:33","2023-04-11 09:14:33"
"1292","18","South Bazar","1","2023-04-11 09:14:57","2023-04-11 09:14:57"
"1293","18","Nadapuram","1","2023-04-11 09:15:24","2023-04-11 09:15:24"
"1294","18","Thalassery","1","2023-04-11 09:16:32","2023-04-11 09:16:32"
"1295","18","New Mahi","1","2023-04-11 09:16:54","2023-04-11 09:16:54"
"1296","18","Kalapatta","1","2023-04-11 09:17:05","2023-04-11 09:17:05"
"1297","18","Thammanam","1","2023-04-11 09:17:44","2023-04-11 09:17:44"
"1298","18","Kacherippady","1","2023-04-11 09:18:17","2023-04-11 09:18:17"
"1299","18","Palarivattom","1","2023-04-11 09:18:47","2023-04-11 09:18:47"
"1300","18","Angamaly","1","2023-04-11 09:19:13","2023-04-11 09:19:13"
"1301","18","Edapally","1","2023-04-11 09:19:36","2023-04-11 09:19:36"
"1302","18","kalady","1","2023-04-11 09:19:57","2023-04-11 09:19:57"
"1303","18","Erattupetta","1","2023-04-11 09:20:28","2023-04-11 09:20:28"
"1304","18","Perumthuruthy","1","2023-04-11 09:21:03","2023-04-11 09:21:03"
"1305","18","Kalathode","1","2023-04-11 09:21:46","2023-04-11 09:21:46"
"1306","18","Triprayar","1","2023-04-11 09:23:53","2023-04-11 09:23:53"
"1307","18","Trikkakara","1","2023-04-11 09:24:40","2023-04-11 09:24:40"
"1308","18","Poovarany","1","2023-04-11 09:29:18","2023-04-11 09:29:18"
"1309","18","Kaloor","1","2023-04-11 09:30:05","2023-04-11 09:30:05"
"1310","18","Arookutty","1","2023-04-11 09:30:36","2023-04-11 09:30:36"
"1311","18","Ettumanoor","1","2023-04-11 09:31:05","2023-04-11 09:31:05"
"1312","18","Chalakudy","1","2023-04-11 09:31:29","2023-04-11 09:31:29"
"1313","18","Thrissur","1","2023-04-11 09:31:50","2023-04-11 09:31:50"
"1314","18","Kuttur","1","2023-04-11 09:32:11","2023-04-11 09:32:11"
"1315","18","Kottappadi","1","2023-04-11 09:32:47","2023-04-11 09:32:47"
"1316","18","Thodupuzha","1","2023-04-11 09:33:24","2023-04-11 09:33:24"
"1317","18","Kottayam","1","2023-04-11 09:34:26","2023-04-11 09:34:26"
"1318","18","Pazhayannur","1","2023-04-11 09:34:58","2023-04-11 09:34:58"
"1319","18","Kuruvilassery","1","2023-04-11 09:35:23","2023-04-11 09:35:23"
"1320","18","Kunnamkulam","1","2023-04-11 09:35:36","2023-04-11 09:35:36"
"1321","18","Thrikkakara","1","2023-04-11 09:35:55","2023-04-11 09:35:55"
"1322","18","Kottakkal","1","2023-04-11 09:36:35","2023-04-11 09:36:35"
"1323","18","Calicut","1","2023-04-11 09:36:58","2023-04-11 09:36:58"
"1324","18","Kunnamangalam","1","2023-04-11 09:37:29","2023-04-11 09:37:29"
"1325","18","Kalmandapam","1","2023-04-11 09:37:52","2023-04-11 09:37:52"
"1326","18","Manapadi","1","2023-04-11 09:38:34","2023-04-11 09:38:34"
"1327","18","Perambra","1","2023-04-11 09:39:00","2023-04-11 09:39:00"
"1328","18","Kanhipura","1","2023-04-11 09:39:23","2023-04-11 09:39:23"
"1329","18","Kondotty","1","2023-04-11 09:39:46","2023-04-11 09:39:46"
"1330","18","Ottapalam","1","2023-04-11 09:40:10","2023-04-11 09:40:10"
"1331","18","Kongad","1","2023-04-11 09:40:32","2023-04-11 09:40:32"
"1332","18","Perithalmanna","1","2023-04-11 09:41:02","2023-04-11 09:41:02"
"1333","18","Vatakara","1","2023-04-11 09:41:23","2023-04-11 09:41:23"
"1334","18","Mankavu","1","2023-04-11 09:41:48","2023-04-11 09:41:48"
"1335","18","Manapullikavu","1","2023-04-11 09:42:17","2023-04-11 09:42:17"
"1336","18","Vallapuzha","1","2023-04-11 09:42:55","2023-04-11 09:42:55"
"1337","18","Balussery","1","2023-04-11 09:43:04","2023-04-11 09:43:04"
"1338","18","Chembukkavu","1","2023-04-11 09:43:33","2023-04-11 09:43:33"
"1339","18","Killipalam","1","2023-04-11 09:43:59","2023-04-11 09:43:59"
"1340","18","Kollam","1","2023-04-11 09:44:11","2023-04-11 09:44:11"
"1341","30","Sangareddy","1","2023-04-11 09:45:50","2023-04-11 09:45:50"
"1342","30","Ida Patancheru","1","2023-04-11 09:46:12","2023-04-11 09:46:12"
"1343","30","Narsingi","1","2023-04-11 09:46:30","2023-04-11 09:46:30"
"1344","30","Warangal (East)","1","2023-04-11 09:46:53","2023-04-11 09:46:53"
"1345","30","Goshamahal","1","2023-04-11 09:47:32","2023-04-11 09:47:32"
"1346","30","Siddipet","1","2023-04-11 09:47:53","2023-04-11 09:47:53"
"1347","30","Rampur","1","2023-04-11 09:48:10","2023-04-11 09:48:10"
"1348","30","Jagtial","1","2023-04-11 09:48:44","2023-04-11 09:48:44"
"1349","30","Mancherial","1","2023-04-11 09:49:35","2023-04-11 09:49:35"
"1350","30","Mahabubnagar","1","2023-04-11 09:50:20","2023-04-11 09:50:20"
"1351","30","Nirmal","1","2023-04-11 09:50:57","2023-04-11 09:50:57"
"1352","30","Kapra","1","2023-04-11 09:51:14","2023-04-11 09:51:14"
"1353","30","Serilingampally","1","2023-04-11 09:51:35","2023-04-11 09:51:35"
"1354","30","Kamareddy","1","2023-04-11 09:51:59","2023-04-11 09:51:59"
"1355","30","Gajwel","1","2023-04-11 09:52:16","2023-04-11 09:52:16"
"1356","30","Husnabad","1","2023-04-11 09:52:49","2023-04-11 09:52:49"
"1357","30","Hanamkonda","1","2023-04-11 09:53:10","2023-04-11 09:53:10"
"1358","30","Shadnagar","1","2023-04-11 09:53:31","2023-04-11 09:53:31"
"1359","30","Kothagudem","1","2023-04-11 09:53:44","2023-04-11 09:53:44"
"1360","30","KPBH Colony, Hyderabad","1","2023-04-11 09:54:24","2023-04-11 09:54:24"
"1361","30","Jeedimetla","1","2023-04-11 09:54:40","2023-04-11 09:54:40"
"1362","30","Armoor","1","2023-04-11 09:54:55","2023-04-11 09:54:55"
"1363","30","Fathe Nagar, Hyderabad","1","2023-04-11 09:55:08","2023-04-11 09:55:08"
"1364","17","Gulbarga","1","2023-04-11 09:56:28","2023-04-11 09:56:28"
"1365","17","Raichur","1","2023-04-11 09:56:56","2023-04-11 09:56:56"
"1366","30","Davanagere","1","2023-04-11 09:57:07","2023-04-11 09:57:07"
"1367","17","Bidar","1","2023-04-11 09:57:26","2023-04-11 09:57:26"
"1368","17","Sagar","1","2023-04-11 09:57:45","2023-04-11 09:57:45"
"1369","17","Ranebennur","1","2023-04-11 09:57:58","2023-04-11 09:57:58"
"1370","17","Sindhanur","1","2023-04-11 09:58:21","2023-04-11 09:58:21"
"1371","17","Ballari","1","2023-04-11 09:58:36","2023-04-12 08:41:08"
"1372","17","Bagalkot","1","2023-04-11 09:58:53","2023-04-11 09:58:53"
"1373","17","Hosapete","1","2023-04-11 09:59:15","2023-04-11 09:59:15"
"1374","17","Mahalingpur","1","2023-04-11 09:59:46","2023-04-11 09:59:46"
"1375","17","Vijayapura","1","2023-04-11 09:59:56","2023-04-11 09:59:56"
"1376","7","Cheepurupalli","1","2023-04-11 10:01:32","2023-04-11 10:01:32"
"1377","7","Hindupur","1","2023-04-11 10:02:47","2023-04-11 10:02:47"
"1378","7","Kasibugga","2","2023-04-11 10:03:43","2023-04-11 10:03:43"
"1379","7","Kodur","1","2023-04-11 10:04:12","2023-04-11 10:04:12"
"1380","7","Parvathipuram","1","2023-04-11 10:06:07","2023-04-11 10:06:07"
"1381","7","Tatipaka","1","2023-04-11 10:07:42","2023-04-11 10:07:42"
"1382","7","Vinukonda","1","2023-04-11 10:08:30","2023-04-11 10:08:30"
"1383","31","Agartala","1","2023-04-12 05:15:30","2023-04-12 05:15:30"
"1384","31","Dharmanagar","1","2023-04-12 05:16:26","2023-04-12 05:16:26"
"1385","22","Shillong","1","2023-04-12 05:16:51","2023-04-12 05:16:51"
"1386","8","Papum Pare","1","2023-04-12 05:17:28","2023-04-12 05:17:28"
"1387","34","Sonarpur","1","2023-04-12 05:44:09","2023-04-12 05:44:09"
"1388","26","Manimajra","1","2023-04-12 07:05:57","2023-04-12 07:05:57"
"1389","26","Bathinda","1","2023-04-12 07:11:17","2023-04-12 07:11:17"
"1390","18","Pathirapala","1","2023-04-12 08:39:28","2023-04-12 08:39:28"
"1391","27","Nagaur","1","2023-05-02 11:38:37","2023-05-02 11:38:37"
"1392","27","Sheoganj","1","2023-05-02 11:39:47","2023-05-02 11:39:47"
"1393","27","Bhawani Mandi","1","2023-05-02 11:40:25","2023-05-02 11:40:25"
"1394","27","Jaitsar","1","2023-05-02 11:40:50","2023-05-02 11:40:50"
"1395","27","Reodar","1","2023-05-02 11:42:32","2023-05-02 11:42:32"
"1396","27","Bharatpur","1","2023-05-02 11:43:11","2023-05-02 11:43:11"
"1397","27","Bidasar","1","2023-05-02 11:43:48","2023-05-02 11:43:48"
"1398","27","Bar","1","2023-05-02 11:48:18","2023-05-02 11:48:18"
"1399","19","Sidhi","1","2023-07-17 13:56:19","2023-07-17 13:56:19"
"1400","43","Bangalore","1","2023-11-08 16:20:00","2023-11-08 16:20:00"
"1401","5","Jagadhri","1","2023-11-08 17:37:30","2023-11-08 17:37:30"
"1402","5","Narnaul","1","2023-11-08 17:38:32","2023-11-08 17:38:32"
"1403","5","Pehowa","1","2023-11-08 17:39:01","2023-11-08 17:39:01"
"1404","32","Bansi","1","2023-11-08 17:40:05","2023-11-08 17:40:05"
"1405","43","Mysuru","1","2023-11-08 17:45:34","2023-11-08 17:45:34"
"1406","17","Davangere","1","2023-11-08 17:49:55","2023-11-08 17:49:55"
"1407","17","Dharwad","1","2023-11-08 17:50:39","2023-11-08 17:50:39"
"1408","30","Medchal","1","2023-11-08 17:51:16","2023-11-08 17:51:16"
"1409","7","Vishakapatnam","2","2023-11-08 17:52:50","2023-11-08 17:52:50"
"1410","13","Ahemdabad","2","2023-11-08 17:53:20","2023-11-08 17:53:20"
"1411","18","Tripunithura","1","2023-04-11 09:44:11","2023-04-11 09:44:11"
"1412","18","Ponnurunni","1","2023-04-11 09:44:11","2023-04-11 09:44:11"
"1413","18","Wadakkancherry","1","2023-04-11 09:44:11","2023-04-11 09:44:11"
"1414","18","Alathur","1","2023-04-11 09:44:11","2023-04-11 09:44:11"
"1415","19","Shahdol","1","2024-03-08 11:03:01","2024-03-08 11:03:01"
"1416","7","Akividu","1","2024-04-29 12:09:50","2024-04-29 12:10:11"
"1417","7","Atmakur","1","2024-04-29 12:10:40","2024-04-29 12:10:48"
"1418","7","Darsi","1","2024-04-29 12:55:06","2024-04-29 12:55:23"
"1419","7","Giddalur","1","2024-04-29 12:55:35","2024-04-29 12:55:44"
"1420","7","Gooty","1","2024-04-29 12:55:47","2024-04-29 12:56:00"
"1421","7","Gorantla","1","2024-04-29 12:56:02","2024-04-29 12:56:18"
"1422","7","Gudivada","1","2024-04-29 12:56:21","2024-04-29 12:56:32"
"1423","7","Jaggaiahpet","1","2024-04-29 12:56:33","2024-04-29 12:56:50"
"1424","7","Jammalamadugu","1","2024-04-29 12:56:57","2024-04-29 12:57:05"
"1425","7","Jangareddy Gudem","1","2024-04-29 12:57:06","2024-04-29 12:57:22"
"1426","7","Kadiri","1","2024-04-29 12:57:25","2024-04-29 12:57:37"
"1427","7","Kalakada","1","2024-04-29 12:57:39","2024-04-29 12:57:58"
"1428","7","Macherla","1","2024-04-29 12:58:00","2024-04-29 12:58:14"
"1429","7","Madakasira","1","2024-04-29 12:58:25","2024-04-29 12:58:38"
"1430","7","Mangalagiri","1","2024-04-29 12:58:40","2024-04-29 12:58:56"
"1431","7","Nuzvid","1","2024-04-29 12:58:57","2024-04-29 12:59:12"
"1432","7","Palamaner","1","2024-04-29 12:59:13","2024-04-29 12:59:29"
"1433","7","Palasa Kasibugga","1","2024-04-29 12:59:31","2024-04-29 12:59:43"
"1434","7","Penukonda","1","2024-04-29 12:59:45","2024-04-29 13:00:00"
"1435","7","Pithapuram","1","2024-04-29 13:00:02","2024-04-29 13:00:13"
"1436","7","Porumamilla","1","2024-04-29 13:00:16","2024-04-29 13:00:39"
"1437","7","Rajam","1","2024-04-29 13:00:41","2024-04-29 13:00:51"
"1438","7","Sattenapalle","1","2024-04-29 13:01:00","2024-04-29 13:01:14"
"1439","7","Tekkali","1","2024-04-29 13:01:16","2024-04-29 13:01:27"
"1440","7","Tenali","2","2024-04-29 13:01:30","2024-04-29 13:01:40"
"1441","7","Udayagiri","1","2024-04-29 13:01:42","2024-04-29 13:02:14"
"1442","7","Urvakonda","1","2024-04-29 13:02:21","2024-04-29 13:02:37"
"1443","7","Vinjamur","1","2024-04-29 13:02:39","2024-04-29 13:03:15"
"1444","7","Nandigama","1","2024-04-29 17:13:46","2024-04-29 17:14:09"
"1445","7","Narpala","1","2024-04-29 17:16:04","2024-04-29 17:16:12"
"1447","26","Panchkula","1","2021-08-02 10:38:19","2021-08-02 10:38:19"
"1448","12","Margao","1","2021-08-02 10:38:19","2021-08-02 10:38:19"
"1449","6","Kirti Nagar","1","2016-02-05 00:00:00","2016-02-05 00:00:00"
"1450","13","Aravalli
","1","2016-02-05 00:00:00","2021-07-06 08:19:17"
"1451","17","Shimoga","1","2016-02-05 00:00:00","2016-02-05 00:00:00"
"1452","25","Sundergarh","1","2016-02-05 00:00:00","2016-02-05 00:00:00"
"1453","34","Parganas","1","2016-02-05 00:00:00","2016-02-05 00:00:00"
"1454","10","Purnia","1","2016-02-05 00:00:00","2016-02-05 00:00:00"
"1455","20","Yavatmal","1","2016-02-05 00:00:00","2016-02-05 00:00:00"
"1456","25","Bhawanipatna","1","2023-04-11 09:35:55","2023-04-11 09:35:55"
"1458","7","Ravulapalem","1","2023-04-11 09:35:55","2023-04-11 09:35:55"
"1460","20","Daund","1","2023-04-11 09:35:55","2023-04-11 09:35:55"
"1461","25","Sambalpur","1","2023-04-11 09:35:55","2023-04-11 09:35:55"
"1462","10","Udwant Nagar","1","2023-04-11 09:35:55","2023-04-11 09:35:55"
"1463","25","Balangir","1","2023-04-11 09:35:55","2023-04-11 09:35:55"
"1464","10","Sitamarhi","1","2023-04-11 09:35:55","2023-04-11 09:35:55"
"1465","13","Godhra","1","2023-04-11 09:35:55","2023-04-11 09:35:55"
"1466","18","kozhikode","1","2023-04-11 09:35:55","2023-04-11 09:35:55"
"1467","13","Anand","1","2023-04-11 09:35:55","2023-04-11 09:35:55"
"1468","5","Panchkula","1","2023-04-11 09:35:55","2023-04-11 09:35:55"
"1469","25","Nabarangpur","1","2023-04-11 09:35:55","2023-04-11 09:35:55"
"1470","34","Mathabhanga","1","2023-04-11 09:35:55","2023-04-11 09:35:55"
"1471","17","Gundlupete","1","2023-04-11 09:35:55","2023-04-11 09:35:55"
"1472","34","Khardaha","1","2023-04-11 09:35:55","2023-04-11 09:35:55"
"1473","10","FORBESGAN","1","2023-04-11 09:35:55","2023-04-11 09:35:55"
"1474","25","Balesore","1","2023-04-11 09:35:55","2023-04-11 09:35:55"
"1476","13","Banaskantha","1","2023-04-11 09:35:55","2023-04-11 09:35:55"
"1477","22","West Garo Hills","1","2023-04-11 09:35:55","2023-04-11 09:35:55"
"1478","17","Hassan","1","2023-04-11 09:35:55","2023-04-11 09:35:55"
"1479","32","Raebareli","1","2023-04-11 09:35:55","2023-04-11 09:35:55"
"1480","18","Palakkad","1","2023-04-11 09:35:55","2023-04-11 09:35:55"
"1481","34","Medinipur","1","2023-04-11 09:35:55","2023-04-11 09:35:55"
"1482","25","Baripada","1","2024-04-29 12:55:06","2024-04-29 12:55:23"
"1483","25","Jeypore","1","2024-04-29 12:55:06","2024-04-29 12:55:23"
"1484","13","JUNAGADH","1","2016-02-05 00:00:00","2016-02-05 00:00:00"
"1485","20","Kalyan","1","2016-02-05 00:00:00","2016-02-05 00:00:00"
